Gene_acc,Gene_id,DD8_1,DD8_2,DD8_3,HCZ_1,HCZ_2,HCZ_3,Desc,pg_index
2742,LdBPK_322460,2010.0,1748.4,1512.1,1906.2,2432.1,3507.3,"hypothetical protein, conserved",3725
2743,LdBPK_322470,3922.2,3788.7,3848.9,4180.5,4518.0,5416.6,"C-14 sterol reductase, putative",3726
2744,LdBPK_322500,3974.6,3304.6,1191.4,1823.3,3597.6,4327.8,aquaporin-like protein,3727
2745,LdBPK_322530,24568.0,19615.0,19763.0,22624.0,22247.0,30181.0,Nucleoporin NUP53a,3728
2746,LdBPK_322540,44568.0,32654.0,24219.0,19511.0,53116.0,18784.0,"cytochrome-b5 reductase, putative",3729
2747,LdBPK_322560,76.895,92.87299999999999,58.016000000000005,141.96,266.5,225.08,"hypothetical protein, conserved",3730
2748,LdBPK_322580,17822.0,18062.0,28755.0,13877.0,13962.0,21549.0,"NOL1/NOP2/sun family, putative",3731
2749,LdBPK_322590,32218.0,23835.0,29321.0,28357.0,23319.0,26192.0,"mitochondrial RNA binding complex 1 subunit, putative",3732
2750,LdBPK_322600,3464.0,3269.3,3765.2,4349.7,4402.4,6224.2,"Cid1 family poly A polymerase, putative",3733
2751,LdBPK_322620,19119.0,16609.0,25802.0,4203.3,12064.0,16640.0,"hypothetical protein, conserved",3734
2752,LdBPK_322640,15826.0,24741.0,28247.0,7325.4,11128.0,24241.0,"hypothetical protein, conserved",3736
2753,LdBPK_322650,6021.3,4903.1,3881.7,5523.8,6292.5,7388.2,"hypothetical protein, conserved",3737
2754,LdBPK_322690,3862.1,2539.4,4522.2,4732.6,4196.0,2651.6,"AMP deaminase, putative",3740
2755,LdBPK_322700,9798.1,8611.3,8295.7,5214.9,5269.2,3859.5,"GPI transamidase component Tta1, putative",3741
2756,LdBPK_322720,2615.1,1609.9,1050.1,3296.1,2607.2,4060.9,"hypothetical protein, conserved",3742
2757,LdBPK_322740,3727.2,3387.8,2822.0,3357.4,3314.3,3990.1,"hypothetical protein, conserved",3744
2758,LdBPK_322750,163.52,0.0,305.7,1301.4,907.43,1031.4,Tip Of Extending FAZ protein 1,3745
2759,LdBPK_322760,985.84,1457.6,0.0,18698.0,26150.0,26017.0,"Complex1_LYR-like, putative",3746
2760,LdBPK_322770,6820.8,5718.9,5338.6,11572.0,10842.0,9524.2,"superoxide dismutase, putative",3747
2762,LdBPK_322810,5366.6,6384.7,6043.2,7728.5,8370.3,7365.0,"kinteoplast poly(A) polymerase complex 1 subunit, putative",3749
2763,LdBPK_322820,46210.0,30182.0,42897.0,22187.0,25068.0,31186.0,"hypothetical protein, conserved",3750
2764,LdBPK_322830,188510.0,200190.0,195730.0,251790.0,173510.0,172390.0,"ribosomal protein L27, putative",3751
2765,LdBPK_322860,10104.0,10337.0,15068.0,17004.0,12247.0,13267.0,"Sybindin-like family, putative",3753
2766,LdBPK_322880,29161.0,20987.0,19187.0,18429.0,14573.0,6883.4,As/Sb Reductase,3755
2767,LdBPK_322950,18748.0,14207.0,11774.0,17957.0,18824.0,13083.0,"RNA-binding protein, putative",3758
2768,LdBPK_322990,2316.2,33166.0,2601.0,2700.8,1354.7,4697.1,"CS domain/TPR repeat/Tetratricopeptide repeat, putative",3761
2769,LdBPK_323000,4502.8,2984.5,3318.4,1167.2,1585.3,2302.7,"hypothetical protein, conserved",3762
2770,LdBPK_323040,66426.0,60404.0,57821.0,72178.0,70685.0,97191.0,"SNAP protein, putative",3763
2771,LdBPK_323050,45541.0,54926.0,53990.0,51863.0,45191.0,38758.0,"outer dynein arm docking complex, putative",3764
2772,LdBPK_323070,12693.0,12331.0,12262.0,13159.0,15140.0,25351.0,"hypothetical protein, conserved",3766
2774,LdBPK_323120,1529.1,1325.9,1094.2,214.68,417.84,872.33,"minichromosome maintenance (MCM) complex subunit, putative",3768
2775,LdBPK_323130,31204.0,37662.0,38446.0,43830.0,34623.0,36418.0,tubulin binding cofactor A-like protein,3769
2776,LdBPK_323140,14457.0,13530.0,16294.0,29151.0,24470.0,11787.0,ATP binding protein-like protein,3770
2777,LdBPK_323160,2378.2,3444.7,3168.8,5244.8,1974.7,2183.3,"hypothetical protein, conserved",3772
2778,LdBPK_323170,14470.0,18551.0,17972.0,19808.0,16626.0,26495.0,"Rab5-interacting protein (Rab5ip), putative",3773
2779,LdBPK_323200,463360.0,428200.0,390070.0,410360.0,395800.0,403250.0,"hypothetical protein, conserved",3774
2780,LdBPK_323210,3333.1,2782.8,2842.5,237.71,0.0,0.0,"50S ribosome-binding GTPase, putative",3775
2781,LdBPK_323220,3044.9,4186.0,2743.7,3220.5,2995.2,3963.3,"chaperone protein DnaJ, putative",3776
2782,LdBPK_323230,83518.0,88022.0,90587.0,123410.0,107090.0,88078.0,"protein phosphatase 2A catalytic subunit, putative",3777
2783,LdBPK_323310,3866.9,2531.9,2505.4,1059.1,639.52,1577.3,"Serine hydrolase (FSH1)/50S ribosome-binding GTPase/GTPase of unknown function C-terminal, putative",3779
2784,LdBPK_323340,15331.0,18724.0,13526.0,18175.0,14103.0,8185.7,pyrroline-5-carboxylate synthetase-like protein,3781
2785,LdBPK_323370,59168.0,37322.0,38864.0,56955.0,65527.0,57591.0,"NADH dehydrogenase subunit NI8M, putative",3784
2786,LdBPK_323380,14041.0,10312.0,8531.3,14330.0,13327.0,20997.0,"mitochondrial RNA binding protein, putative",3785
2787,LdBPK_323390,11200.0,17717.0,19574.0,11007.0,16469.0,8009.8,"Golgi transport complex subunit 5, putative",3786
2788,LdBPK_323470,176990.0,177710.0,183520.0,176660.0,161500.0,141070.0,"chaperonin alpha subunit, putative",3789
2789,LdBPK_323480,285.62,400.91,338.56,108.32,150.09,280.78,"hypothetical protein, conserved",3790
2790,LdBPK_323490,31073.0,22037.0,22669.0,23069.0,22821.0,35441.0,"hypothetical protein, conserved",3791
2791,LdBPK_323500,45533.0,40368.0,48140.0,47790.0,47953.0,51312.0,"chaperone protein DnaJ, putative",3792
2792,LdBPK_323510,679750.0,534470.0,603680.0,632610.0,630790.0,635560.0,"dihydrolipoamide dehydrogenase, putative",3793
2793,LdBPK_323530,7650.9,5039.4,6000.5,7831.9,3699.3,3030.9,"hypothetical protein, conserved",3794
2794,LdBPK_323580,2016.9,1393.4,1395.3,1056.8,1265.7,1647.8,"tRNA pseudouridine synthase D (TruD), putative",3796
2795,LdBPK_323590,13561.0,9314.2,9799.9,15031.0,14501.0,12823.0,"hypothetical protein, conserved",3797
2796,LdBPK_323600,22963.0,19311.0,16889.0,18691.0,19498.0,32011.0,"hypothetical protein, conserved",3798
2797,LdBPK_323660,532.04,3470.8,0.0,1481.3,1269.8,355.06,"exosome-associated protein 2, putative",3801
2798,LdBPK_323670,7015.1,6159.2,5049.3,7113.3,6372.4,5546.2,"RNA-binding, protein, putative",3802
2799,LdBPK_323680,7868.4,8915.1,6934.8,4144.8,8470.9,8229.9,"hypothetical protein, conserved",3803
2800,LdBPK_323690,16986.0,8868.5,13806.0,8283.7,9134.9,4870.0,"DEAD/DEAH box helicase, putative",3804
2801,LdBPK_323700,13009.0,11151.0,11035.0,18371.0,17303.0,5338.1,"hypothetical protein, conserved",3805
2802,LdBPK_323720,9511.5,12070.0,7019.7,9264.0,12617.0,10245.0,"Roadblock/LC7 domain containing protein, putative",3806
2803,LdBPK_323740,3321.4,2346.4,3593.0,1959.7,2287.2,1032.5,"hypothetical protein, conserved",3807
2804,LdBPK_323770,206290.0,213670.0,206930.0,443710.0,483290.0,404680.0,"hypothetical protein, conserved",3808
2805,LdBPK_323830,30410.0,21859.0,26810.0,24249.0,17730.0,13314.0,"enoyl-CoA hydratase/isomerase family protein, putative",3811
2806,LdBPK_323840,660.0,366.45,284.6,355.93,122.81,77.684,"hypothetical protein, conserved",3812
2807,LdBPK_323850,6762.2,1469.4,7721.2,7966.5,7706.6,2379.0,"hypothetical protein, conserved",3813
2808,LdBPK_323890,0.0,0.0,0.0,0.0,0.0,989.9,"hypothetical protein, conserved",3814
2809,LdBPK_323920,51749.0,62762.0,48338.0,43097.0,40123.0,30458.0,"kinetoplast-associated protein p18-2, putative",3817
2810,LdBPK_323930,57452.0,49648.0,50978.0,35416.0,18720.0,17578.0,"kinetoplast-associated protein 3, putative",3818
2811,LdBPK_323940,4701.7,6751.5,6035.0,8756.2,7487.6,7034.1,cyclin-dependent kinase regulatory subunit,3819
2812,LdBPK_323950,6506.2,4851.9,6173.7,10989.0,13429.0,13637.0,"hypothetical protein, conserved",3820
2813,LdBPK_323980,6820.9,6324.7,9140.7,10853.0,9014.8,9781.8,"hypothetical protein, conserved",3822
2814,LdBPK_323990,23671.0,16623.0,18349.0,35751.0,50834.0,67583.0,"Cornichon protein, putative",3823
2815,LdBPK_324030,12176.0,10658.0,14917.0,4627.7,10138.0,4509.9,"hypothetical protein, conserved",3827
2816,LdBPK_324060,17045.0,17037.0,16836.0,13179.0,24774.0,20577.0,"Endoplasmic Reticulum-Golgi Intermediate Compartment (ERGIC)/Endoplasmic reticulum vesicle transporter, putative",3830
2817,LdBPK_324070,0.0,0.0,188.08,108.87,103.57,872.98,"TFIIH basal transcription factor complex helicase XPB subunit, putative",3831
2818,LdBPK_324090,333.85,300.54,1072.8,347.99,861.78,954.79,"hypothetical protein, conserved",3833
2819,LdBPK_324120,1561.2,1017.7,1399.7,524.47,439.21,355.17,"cAMP response protein 1, putative",3836
2820,LdBPK_324130,36494.0,25615.0,29407.0,3702.9,971.89,8215.5,"Gar1/Naf1 RNA binding region, putative",3837
2821,LdBPK_330020,21652.0,20978.0,18036.0,6064.4,9691.0,2704.8,"hypothetical protein, conserved",3839
2822,LdBPK_330040,1309.9,763.3,1483.6,705.19,1438.7,2095.6,"hypothetical protein, conserved",3840
2823,LdBPK_330070,2195.3,2038.1,1790.1,1620.5,1580.0,1379.4,"hypothetical protein, conserved",3841
2824,LdBPK_330110,42244.0,19449.0,35814.0,35574.0,34423.0,24154.0,"hypothetical protein, conserved",3842
2825,LdBPK_330130,3980.9,2271.6,4556.8,2582.0,2285.2,1189.4,"CEP19-like protein, putative",3843
2826,LdBPK_330140,12632.0,9898.1,13963.0,6879.0,8618.0,9519.3,"trans-splicing factor, putative",3844
2827,LdBPK_330150,10841.0,9737.8,12505.0,12011.0,12190.0,8329.0,"Ankyrin repeats (3 copies), putative",3845
2828,LdBPK_330160,0.0,310.75,271.84,0.0,0.0,0.0,"Selenoprotein 1, putative",3846
2829,LdBPK_330200,4475.7,3553.0,2063.6,1152.4,2135.0,2903.6,"hypothetical protein, conserved",3847
2830,LdBPK_330310,777.45,666.37,0.0,5012.7,4917.6,411.45,"glucose transporter/membrane transporter D2, putative",3848
2831,LdBPK_330230,2195.9,931.05,3152.9,1108.0,1088.3,1671.1,"hypothetical protein, conserved",3850
2832,LdBPK_330240,15109.0,10949.0,13399.0,3841.2,5679.4,8951.6,"hypothetical protein, conserved",3851
2833,LdBPK_330260,309600.0,263760.0,293090.0,274190.0,255880.0,208060.0,thiol-dependent reductase 1,3852
2834,LdBPK_330280,59638.0,49357.0,57042.0,35105.0,34259.0,42896.0,"RGG-containing protein 2, putative",3853
2835,LdBPK_330320,53025.0,52453.0,56237.0,27315.0,26661.0,51158.0,"autophagocytosis protein, putative",3855
2836,LdBPK_330340,65729.0,67342.0,65705.0,58512.0,47716.0,40186.0,"ATP-binding cassette sub-family F member 1, putative",3856
2837,LdBPK_330400,0.0,0.0,0.0,0.0,0.0,444.38,"hypothetical protein, conserved",3857
2838,LdBPK_330410,4289.5,1518.6,3510.8,1953.8,1708.7,2504.0,"serine peptidase, putative",3858
2839,LdBPK_330420,21170.0,14972.0,19761.0,15611.0,15398.0,16584.0,"DNA mismatch repair protein MSH2, putative",3859
2840,LdBPK_330430,231960.0,181450.0,217210.0,188920.0,190200.0,231080.0,"Archaic translocase of outer membrane 11 kDa subunit, putative",3860
2841,LdBPK_330460,19346.0,13088.0,18070.0,16939.0,18434.0,15794.0,"hypothetical protein, conserved",3861
2842,LdBPK_330520,213.82,175.26,187.65,459.27,516.43,349.73,"SET domain containing protein, putative",3862
2843,LdBPK_330530,0.0,0.0,0.0,88180.0,75588.0,2673.4,"d-xylulose reductase, putative",3863
2844,LdBPK_330590,0.0,0.0,0.0,0.0,0.0,0.0,"hypothetical protein, conserved",3865
2845,LdBPK_330630,22715.0,16787.0,21506.0,20019.0,17370.0,14343.0,Coiled-coil domain-containing protein 40 homolog,3867
2846,LdBPK_330660,1312800.0,1331200.0,1199700.0,1425300.0,1386700.0,770960.0,"paraflagellar rod component, putative",3868
2848,LdBPK_330700,11524.0,11597.0,12566.0,3106.9,3139.3,3598.0,"hypothetical protein, conserved",3870
2849,LdBPK_330710,30354.0,28203.0,35770.0,31869.0,33299.0,43003.0,"hypothetical protein, conserved",3871
2850,LdBPK_330720,656.58,575.4,338.19,722.68,566.4,617.86,"protein phosphatase 2A regulatory subunit, putative",3872
2851,LdBPK_330730,143030.0,135990.0,154300.0,92880.0,101390.0,104600.0,"sterol C-24 reductase, putative",3873
2852,LdBPK_330740,20621.0,18211.0,16638.0,27083.0,18804.0,28695.0,"hypothetical protein, conserved",3874
2853,LdBPK_330800,3607.8,3874.3,3663.6,886.46,1031.6,1425.2,"hypothetical protein, conserved",3875
2854,LdBPK_330840,256.92,329.77,285.69,253.02,60.088,644.92,"NLI interacting factor-like phosphatase, putative",3876
2855,LdBPK_330900,5610.3,4667.7,5289.4,2675.4,3046.7,2907.0,"hypothetical protein, conserved",3878
2856,LdBPK_330910,1713.9,1110.5,1577.4,0.0,387.71,0.0,"hypothetical protein, conserved",3879
2857,LdBPK_330930,50548.0,7019.8,31816.0,19705.0,44959.0,28156.0,"hypothetical protein, conserved",3881
2858,LdBPK_330940,28133.0,23153.0,24146.0,9780.3,9098.7,26658.0,dnaj chaperone-like protein,3882
2859,LdBPK_330950,108160.0,95994.0,101860.0,97859.0,86963.0,94949.0,"hypothetical protein, conserved",3883
2860,LdBPK_330980,102.81,118.88,0.0,245.52,0.0,223.42,"hypothetical protein, conserved",3885
2861,LdBPK_331010,28490.0,29280.0,33838.0,13703.0,9043.9,8775.6,"nicotinate phosphoribosyltransferase, putative",3888
2862,LdBPK_331020,59476.0,70093.0,17757.0,37046.0,40999.0,66960.0,"hypothetical protein, conserved",3889
2863,LdBPK_331030,2814.3,1352.2,2129.6,4497.6,4938.8,5758.9,SKP1-like protein,3890
2864,LdBPK_331040,12316.0,12742.0,25778.0,16208.0,15534.0,5589.5,"rhodanese-like domain containing protein, putative",3891
2865,LdBPK_331060,5341.6,1719.5,4101.9,3723.2,3917.8,3892.2,"calcium-transporting ATPase, putative",3892
2866,LdBPK_331070,603.52,758.3,946.84,775.24,582.05,725.9,"PSP1 C-terminal conserved region, putative",3893
2867,LdBPK_331080,12258.0,10143.0,10362.0,11673.0,8482.2,6565.1,"Protein prenyltransferase alpha subunit repeat, putative",3894
2868,LdBPK_331090,52630.0,40854.0,53475.0,19694.0,19547.0,22542.0,"hypothetical protein, conserved",3895
2869,LdBPK_331130,476220.0,391040.0,438160.0,627610.0,615110.0,557030.0,"hypothetical protein, unknown function",3898
2870,LdBPK_331160,2084.3,1114.7,1974.1,1531.3,1463.6,1929.3,"CW-type Zinc Finger, putative",3900
2871,LdBPK_331170,3224.6,2392.2,1612.2,1172.4,792.42,1097.5,"hypothetical protein, conserved",3901
2872,LdBPK_331180,2336.6,866.05,3745.0,1718.6,1607.1,967.66,"hypothetical protein, conserved",3902
2873,LdBPK_331210,98046.0,82092.0,90602.0,69456.0,66545.0,65831.0,"pumilio protein, putative",3904
2874,LdBPK_331220,18842.0,15486.0,11335.0,25733.0,21731.0,25852.0,"hypothetical protein, conserved",3905
2875,LdBPK_331240,0.0,2572.6,106.62,17415.0,16189.0,9954.1,"Axonemal inner arm dynein light chain, putative",3907
2876,LdBPK_331270,5004.5,4319.4,3760.0,4195.9,4338.0,5376.5,"hypothetical protein, conserved",3910
2877,LdBPK_331290,1671.3,1251.6,764.63,1576.9,1126.1,1573.6,"WD domain, G-beta repeat, putative",3911
2878,LdBPK_331310,5753.9,4269.8,3954.4,4747.6,5226.3,5597.8,"hypothetical protein, conserved",3912
2879,LdBPK_331320,100490.0,84801.0,92308.0,57057.0,56498.0,53108.0,"mitochondrial RNA binding protein, putative",3913
2880,LdBPK_331330,1999.6,1660.3,2065.7,392.88,417.33,535.1,"hypothetical protein, conserved",3914
2881,LdBPK_331340,17242.0,15455.0,18022.0,25101.0,20551.0,34986.0,"hypothetical protein, conserved",3915
2882,LdBPK_331350,68191.0,44429.0,49116.0,41703.0,51882.0,67716.0,"thioredoxin, putative",3916
2883,LdBPK_331370,1762.1,1214.9,1323.8,912.05,1333.2,1161.0,"ABC transporter, putative",3917
2884,LdBPK_331380,80.183,408.44,955.03,1783.6,0.0,0.0,"hypothetical protein, conserved",3918
2885,LdBPK_331400,1891.0,2799.6,2195.1,1579.1,0.0,807.34,"hypothetical protein, conserved",3919
2886,LdBPK_331410,151330.0,132080.0,145830.0,85929.0,95601.0,55772.0,"glutamine aminotransferase, putative",3920
2887,LdBPK_331420,1817.8,2057.0,2372.0,672.41,2507.5,757.77,QA-SNARE protein putative,3921
2888,LdBPK_331430,16225.0,13675.0,13779.0,14453.0,10239.0,15654.0,"hypothetical protein, conserved",3922
2889,LdBPK_331440,26458.0,30023.0,24622.0,27270.0,18966.0,17874.0,"hypothetical protein, conserved",3923
2890,LdBPK_331460,36967.0,25037.0,37964.0,17833.0,17892.0,12659.0,"hypothetical protein, conserved",3924
2891,LdBPK_331480,26417.0,24844.0,27758.0,24314.0,22328.0,31817.0,"hypothetical protein, conserved",3926
2892,LdBPK_331500,6416.2,6712.4,4362.4,4284.8,4565.1,7927.2,"hypothetical protein, conserved",3927
2893,LdBPK_331510,7504.5,6877.3,5715.5,2408.8,1904.2,2125.0,amino acid permease-like protein,3928
2894,LdBPK_331540,17963.0,11281.0,12349.0,12221.0,18910.0,8893.0,"RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain), putative",3929
2895,LdBPK_331560,28308.0,24573.0,20534.0,17440.0,15439.0,13369.0,"RNA-binding protein, putative",3930
2896,LdBPK_331610,210490.0,207930.0,196330.0,137910.0,120830.0,167230.0,"PRA1 family protein, putative",3933
2897,LdBPK_331630,1258.6,1559.4,4364.2,5277.5,22698.0,11186.0,"elongation factor 1-gamma, putative",3934
2898,LdBPK_331660,58725.0,48992.0,67041.0,38633.0,30154.0,22701.0,"ribulose-5-phosphate 3-epimerase, putative",3935
2899,LdBPK_331680,200.02,494.14,0.0,561.3,540.88,1295.1,"hypothetical protein, conserved",3936
2900,LdBPK_331690,218500.0,156790.0,188520.0,324000.0,337100.0,254300.0,"3-ketoacyl-CoA reductase, putative",3937
2901,LdBPK_331710,149070.0,106970.0,128390.0,93998.0,77170.0,66605.0,"cytosolic nonspecific dipeptidase, putative",3938
2902,LdBPK_331730,295600.0,349070.0,292320.0,245800.0,203400.0,199400.0,"cyclophilin, putative",3940
2903,LdBPK_331740,11397.0,14430.0,6171.4,8474.5,5054.5,12012.0,"hypothetical protein, conserved",3941
2904,LdBPK_331760,7339.4,7453.7,7035.7,11039.0,10493.0,7396.3,"hypothetical protein, conserved",3942
2905,LdBPK_331770,3619.3,3019.3,5420.1,4000.1,4413.8,7493.5,GlcNAc-PI synthesis protein,3943
2906,LdBPK_331780,32510.0,26777.0,28921.0,21915.0,30564.0,28992.0,thiamine biosynthesis-like protein,3944
2907,LdBPK_332150,2179.3,1264.2,757.43,1450.7,1232.6,1419.5,"hypothetical protein, conserved",3945
2908,LdBPK_332160,10406.0,9575.2,11233.0,12660.0,14902.0,17449.0,Nucleoporin NUP89,3946
2909,LdBPK_332170,703.23,1145.5,3090.0,616.46,0.0,421.92,"hypothetical protein, conserved",3947
2910,LdBPK_332180,143330.0,96718.0,120300.0,201050.0,187550.0,161350.0,"hypothetical protein, conserved",3948
2911,LdBPK_331940,61733.0,66040.0,51367.0,37834.0,37996.0,39327.0,"small GTP-binding protein Rab18, putative",3949
2912,LdBPK_332040,100840.0,80421.0,107440.0,90801.0,88984.0,67425.0,"phosphoribosylpyrophosphate synthetase, putative",3953
2913,LdBPK_332050,1769.6,1533.4,2237.2,1058.2,1448.9,2187.9,"hypothetical protein, conserved",3954
2914,LdBPK_332090,8944.6,6290.0,9281.9,7613.3,6235.9,11171.0,RNA editing complex protein MP46,3955
2915,LdBPK_332130,1186.8,796.21,866.16,2260.3,2688.5,1937.4,calpain protease-like protein,3956
2916,LdBPK_332140,26383.0,39078.0,0.0,0.0,18560.0,34834.0,"hypothetical protein, unknown function",3957
2917,LdBPK_331800,7846.3,7636.9,5900.4,7216.4,5882.0,6047.6,chromatin-remodeling complex atpase chain iswi,3958
2918,LdBPK_331810,26026.0,22410.0,25223.0,17069.0,14994.0,8591.1,"protein kinase, putative",3959
2919,LdBPK_331820,0.0,0.0,0.0,12951.0,14568.0,7185.8,"Tetratricopeptide repeat, putative",3960
2920,LdBPK_331840,35104.0,40974.0,35413.0,26690.0,14106.0,18811.0,macrophage migration inhibitory factor-like protein,3962
2921,LdBPK_331850,256520.0,190120.0,242430.0,129780.0,122020.0,67943.0,macrophage migration inhibitory factor-like protein,3963
2922,LdBPK_331890,9960.0,3188.2,8332.5,4294.5,4003.6,5265.6,"Histone methylation protein DOT1, putative",3965
2923,LdBPK_331900,0.0,0.0,922.24,1040.5,1060.7,1713.2,"Der1-like family, putative",3966
2924,LdBPK_331910,35669.0,34030.0,36331.0,21964.0,14925.0,14476.0,"hypothetical protein, conserved",3967
2925,LdBPK_332210,264.44,328.72,228.96,168.31,0.0,268.14,"copper-transporting ATPase-like protein, putative",3968
2926,LdBPK_332220,17380.0,11259.0,15755.0,8843.7,8987.3,16659.0,"glycerolphosphate mutase, putative",3969
2927,LdBPK_332240,23506.0,14866.0,32110.0,5134.8,7132.8,10456.0,"HIT zinc finger, putative",3971
2928,LdBPK_332260,616.55,1098.8,856.8,530.52,436.42,1121.1,"kinesin, putative",3972
2929,LdBPK_332280,53625.0,50966.0,47330.0,33237.0,34628.0,29620.0,"magnesium-dependent phosphatase-1/HAD phosphatase, family IIIC, putative",3974
2930,LdBPK_332680,113120.0,121170.0,99687.0,58620.0,48691.0,40415.0,"isocitrate dehydrogenase, putative",3977
2931,LdBPK_332690,7052.7,5188.0,6566.8,4048.4,3165.5,6405.7,"Unc104-like kinesin, putative",3978
2932,LdBPK_332700,168310.0,174460.0,175760.0,143550.0,110570.0,114770.0,"metallo-peptidase, Clan MF, Family M17",3979
2933,LdBPK_332710,28147.0,19476.0,27708.0,29763.0,34482.0,42917.0,"hypothetical protein, conserved",3980
2934,LdBPK_332730,1225.1,677.5,1224.7,707.83,542.65,559.99,"hypothetical protein, conserved",3981
2935,LdBPK_332740,24525.0,18717.0,19918.0,14033.0,10243.0,15428.0,"enoyl-CoA hydratase/Enoyl-CoA isomerase/3- hydroxyacyl-CoA dehydrogenase, putative",3982
2936,LdBPK_332750,156890.0,110480.0,136530.0,92460.0,84317.0,85893.0,Mitochondrial-processing peptidase subunit alpha,3983
2937,LdBPK_332780,19001.0,14152.0,10039.0,14046.0,17243.0,8210.5,"hypothetical protein, conserved",3985
2938,LdBPK_332790,2115.6,1860.4,1767.9,1099.1,584.05,854.23,"hypothetical protein, conserved",3986
2939,LdBPK_332800,4285.9,3309.3,3612.7,1958.7,2808.0,2358.2,"hypothetical protein, conserved",3987
2940,LdBPK_332840,5084.4,3787.4,4754.6,2911.8,2852.2,2354.8,"minichromosome maintenance (MCM) complex subunit, putative",3989
2941,LdBPK_332850,0.0,0.0,0.0,0.0,0.0,0.0,"Complex 1 protein (LYR family), putative",3990
2942,LdBPK_332860,30044.0,24665.0,30420.0,35493.0,35436.0,34903.0,"beta-ketoacyl synthase family protein, putative",3991
2943,LdBPK_332870,55542.0,45832.0,42209.0,50184.0,43337.0,44669.0,"guide RNA associated protein 1, putative",3992
2944,LdBPK_332930,2084.6,1429.6,3431.6,682.28,1063.1,624.29,"GTP-binding protein, putative",3994
2945,LdBPK_332940,512370.0,383860.0,459880.0,453370.0,459150.0,548340.0,"hypothetical protein, conserved",3995
2946,LdBPK_332950,71031.0,64435.0,68697.0,57058.0,51579.0,51898.0,transcription elongation factor-like protein,3996
2947,LdBPK_332960,19832.0,16438.0,23451.0,20196.0,15883.0,18425.0,"PWWP domain/TFIIS helical bundle-like domain containing protein, putative",3997
2948,LdBPK_332970,4863.8,2780.2,5271.3,1984.1,2853.4,2611.1,"cysteine peptidase, Clan CA, family C51, putative",3998
2949,LdBPK_333000,64670.0,52829.0,57095.0,28620.0,29163.0,43382.0,"cysteine peptidase, Clan CA, family C51, putative",3999
2950,LdBPK_333020,2887.4,3022.4,2610.4,2782.2,3065.3,2935.5,"hypothetical protein, conserved",4000
2951,LdBPK_333030,12911.0,14394.0,13033.0,8871.2,8803.5,6441.8,"hypothetical protein, conserved",4001
2952,LdBPK_333080,660.2,795.16,1192.4,506.24,1203.6,197.98,"hypothetical protein, conserved",4003
2953,LdBPK_333120,26461.0,21080.0,19311.0,31411.0,22169.0,8211.2,"hypothetical protein, conserved",4005
2954,LdBPK_333140,3897.4,3885.1,1864.4,19514.0,15723.0,7113.3,"hypothetical protein, conserved",4006
2955,LdBPK_333150,200.53,0.0,136.04,1031.4,2124.9,1196.2,"hypothetical protein, unknown function",4007
2956,LdBPK_333160,0.0,0.0,0.0,1358.7,933.56,203.61,"hypothetical protein, unknown function",4008
2957,LdBPK_333200,326.67,236.95,248.75,73.572,82.87700000000001,305.71,ABC transporter family-like protein,4009
2958,LdBPK_333260,2251.3,2018.5,1625.5,2031.0,1642.6,2947.0,"hypothetical protein, conserved",4013
2959,LdBPK_333270,9999.9,6351.2,9998.4,7373.6,7296.7,5465.1,"hypothetical protein, conserved",4014
2960,LdBPK_333280,0.0,0.0,0.0,0.0,412.96,0.0,"Trypsin-like peptidase domain containing protein, putative",4015
2961,LdBPK_333290,3425.7,15543.0,15784.0,3409.9,1730.5,15891.0,"hypothetical protein, conserved",4016
2962,LdBPK_333330,8306.4,5002.7,6105.0,5450.3,17076.0,8814.8,"hypothetical protein, conserved",4018
2963,LdBPK_333340,154010.0,150810.0,127460.0,179240.0,152100.0,129650.0,small nuclear ribonucleoprotein SmD2,4019
2964,LdBPK_333360,87079.0,80493.0,83000.0,93817.0,86086.0,100720.0,"beta prime cop protein, putative",4021
2965,LdBPK_131410,106670.0,130230.0,118770.0,113620.0,85929.0,71192.0,"60S ribosomal protein L44, putative",4022
2966,LdBPK_333390,293460.0,362190.0,276880.0,266390.0,129020.0,71765.0,h1 histone-like protein,4023
2967,LdBPK_333410,199.5,206.92,185.71,172.75,529.4,317.04,ABC transporter family-like protein,4025
2968,LdBPK_333420,68982.0,80938.0,69608.0,105840.0,105730.0,164600.0,"fatty acid desaturase, putative",4026
2969,LdBPK_340030,22137.0,19147.0,20037.0,23672.0,21718.0,36019.0,"protein kinase, putative",4028
2970,LdBPK_340040,5514.6,5298.9,5159.3,3303.6,3121.0,4160.0,"DnaJ domain containing protein, putative",4029
2971,LdBPK_340070,88376.0,52481.0,89383.0,274030.0,271100.0,96247.0,"ascorbate peroxidase, putative",4032
2972,LdBPK_340100,2672.1,1467.3,1209.1,2331.3,2475.4,3063.8,"hypothetical protein, conserved",4033
2973,LdBPK_340110,13130.0,14303.0,13794.0,10764.0,11206.0,16695.0,"PrimPol-like protein 2, putative",4034
2974,LdBPK_340120,480680.0,222640.0,313420.0,322040.0,502640.0,549840.0,"adenylate kinase, putative",4035
2975,LdBPK_340130,19094.0,14118.0,17141.0,18835.0,18990.0,23074.0,adenylate kinase 2,4036
2976,LdBPK_340160,120160.0,73080.0,103790.0,91770.0,94473.0,104650.0,"malate dehydrogenase, putative",4039
